;attitude.roll;attitude.pitch;attitude.yaw;gravity.x;gravity.y;gravity.z;rotationRate.x;rotationRate.y;rotationRate.z;userAcceleration.x;userAcceleration.y;userAcceleration.z
30;1.423.932;-0.828491;0.849856;0.6687109999999999;0.736912;-0.098922;0.6028859999999999;1.096.871;1.340.697;-0.260615;-0.703785;-0.042602999999999995
31;1.467.277;-0.8078850000000001;0.8455790000000001;0.68733;0.722827;-0.071407;-0.074176;2.732.446;0.502796;-0.390943;-0.381412;0.38717199999999996
32;1.528.445;-0.817684;0.866158;0.6833;0.729564;-0.028956;-0.975081;20.292.779.999.999.900;-0.823987;-0.365612;0.43693999999999994;0.579142
33;1.585.233;-0.833967;0.891543;0.6718729999999999;0.740603;0.009701000000000001;-0.720561;1.708.834;-0.563289;-0.38250500000000004;1.362.684;0.6573220000000001
34;1.602.666;-0.832327;0.902315;0.6728149999999999;0.7395;0.02145;-0.102528;-0.23655199999999998;0.279939;-0.5068600000000001;0.825365;0.26305
35;1.579.153;-0.828752;0.892049;0.675773;0.737088;0.005647;0.5499609999999999;-0.978518;0.114532;-0.07064;-0.034559;-0.021043
36;1.556.643;-0.8275879999999999;0.874238;0.676586;0.736301;-0.009577;0.544057;-0.028891000000000003;0.003247;0.18596300000000002;-0.041828;-0.012532999999999999
37;1.560.414;-0.827148;0.863917;0.676941;0.736004;-0.0070290000000000005;0.251413;0.732255;0.122005;0.296493;-0.002269;0.073175
38;1.566.605;-0.8216899999999999;0.858559;0.680979;0.732298;-0.0028539999999999998;0.16456600000000002;0.351492;0.31203000000000003;0.571417;0.151186;-0.229492
39;15.709.540.000.000.000;-0.815059;0.852767;0.685826;0.727766;0.00010800000000000001;0.260375;0.605503;0.376467;0.759838;0.37159899999999996;-0.10951400000000001
40;1.578.406;-0.807213;0.843949;0.691495;0.722363;0.005261999999999999;0.230325;0.569375;0.379508;0.821887;0.381245;0.039904
41;158.311;-0.798288;0.843982;0.6978810000000001;0.716162;0.008594;-0.042117;0.12245199999999999;0.49247700000000005;0.041132999999999996;-0.190848;0.11868
42;1.586.565;-0.790852;0.84331;0.703153;0.710952;0.011089;-0.011653;0.289342;0.289514;-0.05856;-0.138427;-0.037807
43;1.599.318;-0.790145;0.8518020000000001;0.7034560000000001;0.7104550000000001;0.020069;-0.461052;0.260764;-0.165446;-0.10015399999999999;-0.07488099999999999;-0.13245
44;1.609.645;-0.797164;0.867218;0.6982109999999999;0.715377;0.027138;-0.534409;-0.178958;-0.42711000000000005;0.060853;0.031845;0.013969
45;1.616.584;-0.805405;0.8855700000000001;0.6920930000000001;0.721111;0.031711;-0.697517;-0.39461399999999996;-0.434382;0.250656;-0.013393;-0.052646000000000005
46;16.221.889.999.999.900;-0.8109810000000001;0.907495;0.687878;0.724963;0.035383;-0.725928;-0.564767;-0.21644499999999997;0.24921;-0.158709;-0.034773
47;16.174.520.000.000.000;-0.8035180000000001;0.9206120000000001;0.693423;0.719803;0.032376;-0.525354;-0.589796;0.004023;0.23245;-0.320358;-0.188397
48;16.102.100.000.000.000;-0.803335;0.931939;0.693771;0.719676;0.027357999999999997;-0.333441;-0.891791;-0.031637;0.204727;-0.397257;-0.443374
49;1.598.267;-0.804383;0.941282;0.693294;0.720403;0.01905;-0.304708;-0.941823;-0.065555;0.126149;-0.356252;-0.323829
50;1.583.899;-0.8052819999999999;0.9467049999999999;0.6928479999999999;0.7210260000000001;0.009079;-0.119064;-0.9265479999999999;-0.050391000000000005;0.040367;-0.299029;-0.045944
51;1.565.382;-0.8060109999999999;0.949998;0.692372;0.721531;-0.003749;-0.140231;-10.853.629.999.999.900;-0.009743;-0.029408;-0.257832;0.071864
52;1.548.804;-0.80442;0.9564860000000001;0.693361;0.720429;-0.015250999999999999;-0.27648;-1.122.698;0.120744;-0.072603;-0.215256;0.04322
53;1.522.246;-0.801376;0.962008;0.6948989999999999;0.718314;-0.033763999999999995;-0.062344000000000004;-1.807.737;0.218189;-0.11901700000000001;-0.26966;-0.007145
54;147.832;-0.794111;0.96057;0.697924;0.713241;-0.064726;0.12201500000000001;-2.354.657;0.43275399999999997;-0.14143599999999998;-0.268768;-0.034776999999999995
55;1.416.839;-0.7815310000000001;0.953731;0.70144;0.704367;-0.10885299999999999;0.49190600000000007;-31.091.029.999.999.900;0.702292;-0.14454;-0.123404;-0.028613999999999997
56;13.300.969.999.999.900;-0.764008;0.9342299999999999;0.701253;0.691821;-0.172128;10.630.680.000.000.000;-3.954.876;0.725522;-0.10669400000000001;0.238294;-0.020652
57;1.228.068;-0.74538;0.9092629999999999;0.6920930000000001;0.678251;-0.24694499999999997;10.728.209.999.999.900;-4.301.614;0.581824;-0.082367;0.500948;0.21835
58;1.137.169;-0.731287;0.9001549999999999;0.675428;0.667828;-0.312736;0.22242800000000001;-4.153.467;0.504099;-0.011563;0.49727200000000005;0.424079
59;1.061.024;-0.724433;0.9020379999999999;0.65366;0.6627109999999999;-0.365435;0.243079;-3.634.696;0.224773;-0.073216;0.414117;0.32757800000000004
60;0.9908819999999999;-0.7171770000000001;0.8906629999999999;0.630447;0.6572600000000001;-0.412972;0.5676869999999999;-28.338.959.999.999.900;0.015574000000000001;-0.058319;0.323407;0.024468
61;0.9365049999999999;-0.714653;0.886415;0.608405;0.655356;-0.447608;0.010425;-23.529.139.999.999.900;0.096523;-0.014182;0.165994;0.438147
62;0.914364;-0.708862;0.894209;0.601342;0.6509699999999999;-0.463276;-0.0792;-0.72133;0.544596;-0.050393;-0.002777;0.445637
63;0.928834;-0.704344;0.909449;0.610332;0.647534;-0.456283;-0.537862;0.664309;0.480865;-0.243022;-0.056438999999999996;0.136352
64;0.962657;-0.709222;0.935901;0.6228130000000001;0.6512439999999999;-0.43357299999999993;-1.191.726;0.777999;0.322328;-0.365703;-0.003035;0.108896
65;0.994619;-0.722852;0.9714870000000001;0.628848;0.6615260000000001;-0.408575;-16.624.349.999.999.900;0.262846;0.087896;-0.402469;-0.10056699999999999;0.12598199999999998
66;10.323.870.000.000.000;-0.744786;1.015.217;0.631216;0.677815;-0.377006;-2.154.689;0.6299020000000001;-0.168113;-0.331396;-0.194187;0.004981
67;1.093.644;-0.775014;1.070.784;0.634616;0.6997260000000001;-0.328094;-26.587.400.000.000.000;1.446.591;-0.435463;-0.251208;-0.195225;-0.14163199999999998
68;1.171.037;-0.8105859999999999;1.131.549;0.634744;0.724691;-0.26818600000000004;-2.641.357;179.237;-0.873756;0.052252999999999994;-0.072149;-0.296084
69;1.251.833;-0.845009;11.919.620.000.000.000;0.630247;0.747977;-0.208132;-2.374.246;1.767.496;-0.745808;0.442384;0.380701;-0.574979
70;1.302.417;-0.855824;1.233.109;0.632128;0.755111;-0.173844;-0.7459020000000001;0.202547;0.25354;0.6205729999999999;0.42976400000000003;-0.6940149999999999
71;1.279.628;-0.845533;122.882;0.635412;0.748325;-0.190424;0.633841;-1.359.759;0.541849;0.469553;0.453427;-0.9706020000000001
72;1.256.518;-0.827858;1.228.694;0.6433220000000001;0.736484;-0.209112;-0.016013;-0.9194129999999999;1.007.832;0.173756;0.45075600000000005;-10.185.790.000.000.000
73;1.256.213;-0.809375;1.242.856;0.656092;0.723856;-0.21348499999999998;-0.150397;-0.26459499999999997;0.939824;-0.185969;-0.071787;-0.133851
74;1.255.842;-0.80108;1.240.967;0.6616989999999999;0.718108;-0.215581;0.416105;0.185818;-0.033151;-0.100023;-0.016585;0.22993899999999998
75;124.478;-0.806294;1.218.805;0.655718;0.721727;-0.221685;0.761158;0.368247;-0.66443;0.046904;0.498137;0.4502
76;1.243.234;-0.8107270000000001;1.197.761;0.652338;0.724789;-0.221667;0.35951500000000003;0.787237;-0.13473;0.020315;0.667484;0.668475
77;12.660.069.999.999.900;-0.801499;1.206.465;0.663569;0.7184;-0.208754;-0.376665;1.009.725;0.8073560000000001;-0.30712399999999995;0.014053;0.885603
78;1.309.301;-0.79185;1.224.423;0.678647;0.711654;-0.181622;-0.332541;1.653.505;0.41480200000000006;-0.152173;0.045334;0.6937220000000001
79;1.336.014;-0.7863680000000001;12.091.889.999.999.900;0.68704;0.707792;-0.16433599999999998;1.083.259;1.985.695;0.031160000000000004;0.077319;0.29457300000000003;0.677016
80;1.344.454;-0.776343;1.180.287;0.695282;0.700675;-0.160116;1.062.103;0.866275;0.535579;0.752105;0.08013300000000001;0.019582
81;1.333.899;-0.747851;1.161.083;0.712676;0.6800649999999999;-0.172062;0.9223870000000001;-0.143354;165.753;0.734712;0.100743;0.031528
82;1.327.151;-0.726038;1.173.891;0.7257239999999999;0.663912;-0.180403;-10.508.620.000.000.000;-1.099.451;0.5756819999999999;0.449661;-0.397036;-0.50284
83;1.333.551;-0.73256;1.214.267;0.72264;0.668775;-0.174733;-1.614.215;-0.813613;-0.086644;0.071687;-0.091657;0.467138
84;1.351.241;-0.744215;1.255.084;0.717961;0.677395;-0.160215;-15.879.590.000.000.000;-0.412282;-0.30596100000000004;0.127132;0.068196;0.451642
85;13.706.459.999.999.900;-0.759843;12.972.110.000.000.000;0.710472;0.688807;-0.14413099999999998;-17.762.950.000.000.000;-0.5066689999999999;-0.51439;0.239037;0.24883000000000002;0.216092
86;1.393.456;-0.777849;1.348.957;0.7012510000000001;0.7017479999999999;-0.125681;-2.092.136;-0.760141;-0.5226810000000001;0.190671;0.12796300000000002;0.09789400000000001
87;1.417.239;-0.794439;1.404.555;0.6924399999999999;0.713471;-0.107173;-2.025.938;-0.721069;-0.49449499999999996;0.106769;-0.022736000000000003;0.11358199999999999
88;144.564;-0.8114020000000001;1.459.657;0.6830970000000001;0.7252529999999999;-0.08594299999999999;-2.052.114;-0.49358900000000006;-0.615678;-0.021568;-0.056414;0.123724
89;1.483.298;-0.8287180000000001;1.521.751;0.673236;0.737065;-0.059058000000000006;-2.278.262;-0.262646;-0.630373;-0.104526;-0.057865999999999994;0.188254
90;1.533.344;-0.843462;1.588.264;0.664415;0.746949;-0.024896;-22.211.990.000.000.000;0.15554500000000002;-0.56428;-0.081102;-0.068788;0.25304499999999996
91;1.582.809;-0.854924;16.510.189.999.999.900;0.6562279999999999;0.754521;0.007883;-2.008.306;0.053578;-0.557321;0.023215;-0.078084;0.11353099999999999
92;1.627.649;-0.865503;17.101.790.000.000.000;0.6472100000000001;0.761421;0.036836;-1.844.004;0.010568000000000001;-0.599916;0.019233;-0.147972;-0.035111
93;16.703.169.999.999.900;-0.873238;1.763.469;0.63917;0.766413;0.063822;-16.008.360.000.000.000;0.10726199999999998;-0.48297299999999993;-0.10593599999999999;-0.18989;-0.030451
94;1.706.695;-0.878798;18.096.869.999.999.900;0.6321939999999999;0.769972;0.086447;-1.334.739;-0.003503;-0.45319899999999996;-0.14160899999999998;-0.188109;0.041451999999999996
95;1.732.957;-0.884972;1.845.189;0.625003;0.7738970000000001;0.102249;-0.8793280000000001;-0.074183;-0.488383;-0.018252;-0.15979200000000002;0.046021
96;1.747.643;-0.892408;1.866.475;0.6177520000000001;0.7785850000000001;0.1104;-0.473213;-0.11517999999999999;-0.44490100000000005;0.13707;-0.11090599999999999;0.0050479999999999995
97;1.669.818;-0.839965;1.816.442;0.664219;0.74462;0.065988;-0.372399;-0.314253;-0.280073;0.132473;-0.161108;-0.172036
98;1.668.462;-0.843037;182.705;0.662028;0.746667;0.064863;-0.308166;-0.581435;-0.120117;0.116139;-0.194268;-0.20235999999999998
99;16.571.529.999.999.900;-0.842865;183.408;0.6628470000000001;0.746552;0.057384000000000004;-0.178372;-0.981994;0.037264;0.134882;-0.20785599999999999;-0.10461
100;163.249;-0.840201;18.349.229.999.999.900;0.666043;0.744777;0.041143;0.065177;-14.671.239.999.999.900;0.19982;0.24895;-0.171123;-0.083547
101;1.588.541;-0.8338899999999999;1.822.689;0.671894;0.7405510000000001;0.011923999999999999;0.691736;-1.883.562;0.43439799999999995;0.312328;-0.046154;-0.09436699999999999
102;1.512.851;-0.8200850000000001;17.794.130.000.000.000;0.681014;0.731204;-0.039506;19.725.990.000.000.000;-2.365.554;0.777247;0.35627800000000004;0.199857;-0.042861
103;1.418.395;-0.797883;1.714.166;0.690131;0.7158800000000001;-0.105999;2.346.852;-2.305.516;0.889812;0.401895;0.37297199999999997;0.256786
104;1.339.805;-0.773668;1.669.254;0.696353;0.698764;-0.163775;1.404.458;-2.419.249;0.8449190000000001;0.23426599999999997;0.384885;0.474947
105;1.273.195;-0.754888;1.646.249;0.696332;0.685207;-0.21357199999999998;0.95319;-26.287.990.000.000.000;0.626254;0.178699;0.371922;0.65449
106;1.202.689;-0.7353109999999999;16.260.430.000.000.000;0.691941;0.670818;-0.266873;10.484;-2.930.007;0.743741;0.321441;0.29483400000000004;0.611981
107;1.138.182;-0.711884;1.617.675;0.68738;0.653261;-0.317424;0.489993;-2.853.006;1.152.076;0.694746;0.17832699999999999;0.400386
108;1.105.278;-0.6828850000000001;1.631.917;0.693207;0.631033;-0.34822600000000004;0.001743;-1.686.203;1.759.261;0.820175;0.047968000000000004;0.387334
109;1.091.153;-0.651293;1.656.552;0.705559;0.606215;-0.367002;-0.226383;-1.529.266;18.716.990.000.000.000;0.394783;0.015047;0.332456
110;1.071.199;-0.623041;16.881.009.999.999.900;0.7128479999999999;0.583507;-0.389059;-0.625223;-2.267.977;18.036.299.999.999.900;0.06048200000000001;0.054448;0.278997
111;1.040.809;-0.60146;17.291.130.000.000.000;0.711399;0.565847;-0.416808;-1.131.428;-2.904.111;1.750.703;-0.135517;0.12493399999999999;0.309112
112;1.006.191;-0.588787;1.781.141;0.702549;0.5553520000000001;-0.444982;-17.023.270.000.000.000;-33.169.720.000.000.000;1.596.625;-0.18721300000000002;0.125586;0.43233299999999997
113;0.970806;-0.584432;18.373.389.999.999.900;0.6883560000000001;0.551726;-0.47092;-18.761.990.000.000.000;-3.279.315;1.388.127;-0.228746;0.046892;0.5599850000000001
114;0.937327;-0.586712;18.921.240.000.000.000;0.671191;0.5536260000000001;-0.49295100000000003;-1.962.898;-3.124.576;1.128.814;-0.274127;-0.018927;0.5538489999999999
115;0.9060280000000001;-0.594644;1.943.572;0.6519590000000001;0.560214;-0.510989;-1.903.198;-2.903.291;0.884325;-0.283139;-0.092776;0.536257
116;0.8782780000000001;-0.6061979999999999;19.892.020.000.000.000;0.632506;0.569747;-0.524714;-1.802.309;-2.535.155;0.643139;-0.260146;-0.094649;0.48189799999999994
117;0.857102;-0.62154;2.030.436;0.6145729999999999;0.582288;-0.532204;-1.773.564;-2.048.636;0.430141;-0.24967399999999998;-0.070645;0.493691
118;0.846291;-0.640044;2.069.079;0.600612;0.5972310000000001;-0.5315840000000001;-1.807.453;-14.300.549.999.999.900;0.27956;-0.248835;-0.026414999999999998;0.500624
119;0.848066;-0.661776;2.106.973;0.591679;0.6145189999999999;-0.521807;-1.887.557;-0.891192;0.12448599999999999;-0.222523;0.02429;0.398013
120;0.858075;-0.687381;2.144.419;0.5847720000000001;0.6345149999999999;-0.505402;-1.965.022;-0.527904;-0.08161900000000001;-0.144541;0.053029999999999994;0.282319
121;0.8756430000000001;-0.715959;21.793.400.000.000.000;0.579395;0.656341;-0.48323699999999997;-19.235.659.999.999.900;-0.087134;-0.320108;-0.053684;0.045380000000000004;0.21686399999999997
122;0.8996959999999999;-0.747679;2.212.082;0.5742510000000001;0.679938;-0.455982;-1.980.115;0.18976300000000001;-0.518479;0.041045;0.046669999999999996;0.016941
123;0.928464;-0.781327;2.247.116;0.568481;0.704222;-0.42532299999999995;-2.038.452;0.206186;-0.578728;0.219635;0.008195000000000001;-0.18496700000000002
124;0.954615;-0.813852;2.284.163;0.560413;0.726938;-0.396861;-1.964.891;-0.222545;-0.51998;0.444745;-0.092004;-0.343007
125;0.967363;-0.8385100000000001;232.108;0.550496;0.743648;-0.379396;-1.494.712;-10.472.569.999.999.900;-0.081941;0.813823;-0.27714099999999997;-0.243223
126;0.9589610000000001;-0.8411879999999999;2.352.217;0.545657;0.745436;-0.382863;-0.629478;-18.229.810.000.000.000;0.8159930000000001;0.9367190000000001;-0.341474;-0.19503299999999998
127;0.953822;-0.824166;2.388.248;0.553953;0.733981;-0.392947;-0.504003;-1.257.104;17.177.240.000.000.000;0.868517;-0.380161;-0.058927
128;0.9709129999999999;-0.798849;2.435.079;0.5757439999999999;0.716554;-0.393789;-0.673728;-0.741056;2.017.116;0.270814;-0.39889600000000003;0.151861
129;0.991398;-0.778053;2.483.444;0.596032;0.7018939999999999;-0.389989;-0.934668;-0.615831;1.564.343;0.235237;-0.154637;0.247167
130;1.020.123;-0.7804399999999999;2.522.425;0.605557;0.703592;-0.37183099999999997;-1.495.028;0.618537;-0.007166;0.492542;0.20033800000000002;0.408727
131;1.059.488;-0.795201;2.557.982;0.6105970000000001;0.714004;-0.342592;-1.168.834;0.367091;0.518863;-0.266908;0.504426;0.953478
132;10.686.440.000.000.000;-0.775513;25.903.389.999.999.900;0.6259100000000001;0.700082;-0.343688;-0.223742;-11.513.200.000.000.000;16.607.939.999.999.900;-0.370112;0.349661;0.482497
133;10.645.950.000.000.000;-0.749935;2.618.778;0.639968;0.681591;-0.35478699999999996;-0.595621;-1.216.457;1.489.501;-0.45394799999999996;0.22355999999999998;0.134023
134;1.063.434;-0.749954;2.658.491;0.639545;0.681605;-0.355523;-1.454.071;-13.452.309.999.999.900;0.073617;-0.488208;-0.239512;0.481943
135;106.776;-0.77632;2.676.586;0.625111;0.700658;-0.343968;-1.072.525;0.17538;-1.170.145;-0.538273;-0.21536799999999998;0.8274879999999999
136;1.090.545;-0.807779;2.681.721;0.612926;0.722754;-0.319292;-0.8461190000000001;13.349.879.999.999.900;-12.469.620.000.000.000;-0.426937;-0.150855;0.9516309999999999
137;113.551;-0.830043;26.908.990.000.000.000;0.611915;0.7379600000000001;-0.284562;-0.76494;2.259.878;-0.5767369999999999;0.46648500000000004;0.242646;0.725266
138;1.192.218;-0.841492;2.710.979;0.619167;0.745638;-0.246283;-0.836332;17.556.040.000.000.000;-0.1493;0.6777380000000001;0.15965;0.44750100000000004
139;1.218.076;-0.853964;272.785;0.616553;0.75389;-0.226962;-0.778759;-0.156966;-0.63142;0.8645870000000001;-0.11276199999999999;-0.071622
140;1.218.093;-0.875091;2.759.334;0.6014729999999999;0.767602;-0.22139899999999998;-1.769.491;-1.609.156;-0.516839;0.5137609999999999;-0.154641;-0.138205
141;1.235.109;-0.8981809999999999;2.827.134;0.588259;0.782195;-0.20523899999999998;-2.635.986;-1.720.789;-0.353969;0.20856999999999998;-0.18727;0.32201399999999997
142;12.665.520.000.000.000;-0.921899;29.018.650.000.000.000;0.576554;0.796751;-0.181034;-2.429.838;-1.237.692;-0.398013;-0.100694;-0.083113;0.628666
143;1.298.956;-0.941034;29.712.650.000.000.000;0.567326;0.808167;-0.158137;-2.176.819;-10.888.200.000.000.000;-0.28427399999999997;-0.12032000000000001;-0.036835;0.5140779999999999
144;1.336.541;-0.9566030000000001;30.356.419.999.999.900;0.560559;0.817238;-0.13377;-1.893.478;-0.497433;-0.303348;-0.082563;0.005302;0.32459699999999997
145;1.377.062;-0.970232;3.088.811;0.5545359999999999;0.825017;-0.108797;-1.462.121;-0.01185;-0.365051;-0.006929;-0.000523;0.096957
146;1.411.548;-0.982915;31.288.139.999.999.900;0.547582;0.832118;-0.08794600000000001;-1.083.584;0.06399400000000001;-0.47894;0.041606;-0.028437;0.013208000000000001
147;14.365.059.999.999.900;-0.9967860000000001;-3.122.631;0.538115;0.83973;-0.072701;-0.9253170000000001;-0.198186;-0.585389;0.136034;-0.10894100000000001;-0.091056
148;1.453.074;-1.009.788;-3.091.882;0.528358;0.846719;-0.062488999999999996;-0.876384;-0.6141800000000001;-0.49371499999999996;0.240105;-0.29848600000000003;-0.12191400000000001
149;14.615.989.999.999.900;-1.019.192;-3.064.953;0.520933;0.851685;-0.057112;-0.666445;-0.737028;-0.324381;0.360369;-0.42587299999999995;-0.074785
150;1.463.344;-1.024.414;-3.045.862;0.5166029999999999;0.85441;-0.055725;-0.455963;-0.706609;-0.122124;0.422041;-0.447061;-0.024781
151;1.463.307;-102.436;-3.030.981;0.5166470000000001;0.854382;-0.055749;-0.358617;-0.616421;0.149769;0.48928900000000003;-0.37209699999999996;0.061074
152;1.458.528;-101.826;-3.019.404;0.521544;0.851196;-0.0588;-0.165697;-0.8578870000000001;0.42702700000000005;0.405519;-0.34523000000000004;-0.004188
153;1.431.509;-100.714;-30.222.439.999.999.900;0.5291060000000001;0.8453069999999999;-0.074178;0.35031799999999996;-1.464.445;0.616211;0.33010100000000003;-0.212418;-0.09846
154;1.375.108;-0.988332;-3.046.409;0.539585;0.83511;-0.106959;1.171.072;-19.949.560.000.000.000;0.970865;0.27805799999999997;-0.059428999999999996;0.004832
155;1.281.279;-0.95442;-3.103.791;0.554024;0.815978;-0.165037;2.395.596;-25.963.540.000.000.000;1.386.113;0.26666999999999996;0.35772800000000005;0.174207
156;1.167.701;-0.9136690000000001;31.246.110.000.000.000;0.561886;0.79175;-0.239614;1.762.933;-4.102.247;1.300.302;-0.038127999999999995;0.539701;0.09805900000000001
157;1.091.123;-0.8919600000000001;3.130.721;0.557028;0.778304;-0.28976399999999997;-0.571489;-37.836.550.000.000.000;0.9086420000000001;-0.113882;0.383684;0.598418
158;1.053.598;-0.8896370000000001;-3.104.505;0.547335;0.7768430000000001;-0.31135;-14.011.149.999.999.900;-37.040.129.999.999.900;0.8920629999999999;0.040205;0.426358;0.8927860000000001
159;1.002.993;-0.861908;-30.842.099.999.999.900;0.54884;0.7590859999999999;-0.35009;1.471.449;-2.873.009;2.107.471;0.70531;0.079247;0.755532
160;0.953741;-0.7968390000000001;-30.794.490.000.000.000;0.570071;0.71515;-0.40445;0.787755;-2.746.003;2.905.782;1.302.701;0.118056;-0.577591
161;0.927039;-0.771275;-30.179.240.000.000.000;0.573507;0.69705;-0.43036;-1.547.635;-3.719.295;19.090.200.000.000.000;0.87211;-0.013777000000000001;0.152803
162;0.89766;-0.765721;-2.963.764;0.5636369999999999;0.6930569999999999;-0.449428;-1.175.522;-30.721.130.000.000.000;1.181.195;0.110634;0.015668;0.5174979999999999
163;0.869467;-0.7637;-2.924.306;0.551813;0.6915979999999999;-0.466041;-10.559.120.000.000.000;-2.604.847;0.909035;-0.544245;-0.1177;0.344856
164;0.8528309999999999;-0.767936;-28.867.279.999.999.900;0.541772;0.694652;-0.473224;-1.185.814;-1.725.138;0.541668;-0.615762;-0.335811;0.371296
165;0.853842;-0.778872;-2.857.243;0.5364909999999999;0.702477;-0.467657;-1.142.715;-0.582862;0.163423;-0.656868;-0.556191;0.389608
166;0.872764;-0.792867;-283.256;0.537659;0.712368;-0.451059;-1.093.518;0.451007;-0.017019;-0.569291;-0.537792;0.32798099999999997
